,Complex Voltages,Voltages Magnitude,Voltages Phase Angle
79,(1.039951964245073+0.009995602165021107j),1.0399999999999168,0.5506871493580471
80,(0.9968079268423164-0.0098574203505592j),0.996856665600248,-0.566578734210083
81,(0.9873536208171154-0.015961155168571523j),0.9874826231458371,-0.926139489384518
82,(0.9831156408605042+0.007992464198145035j),0.9831481286095796,0.4657889256896179
83,(0.9774007316754537+0.056874873939741j),0.979054105535222,3.330281570277562
84,(0.9811781034143682+0.08668638520702047j),0.9850000000000388,5.048931821392428
85,(0.9844383287558416+0.06308195722299388j),0.9864573769051951,3.666451196318765
86,(1.0125897059142617+0.0699077068450744j),1.0149999999999348,3.9493498441345887
87,(0.9761564137073482+0.14572584659624568j),0.9869738428085032,8.490715707471148
88,(0.9800334798505502+0.2226193575859637j),1.004999999999983,12.797843724829828
89,(0.9792368936352165+0.10639598744199859j),0.9850000000000539,6.200972567184882
90,(0.9743669979317251+0.10492355951660723j),0.9800000000000599,6.146144873168891
91,(0.9848694671241229+0.11336308891501351j),0.9913723100842121,6.566116000960124
92,(0.9838871710504972+0.05653699376832328j),0.9855102216730731,3.288764063821504
93,(0.9891658764034461+0.01576676329484482j),0.9892915252168055,0.9131860706252831
94,(0.9793311483191488-0.003609380203521433j),0.9793377995837577,-0.2111658720630616
95,(0.9912348896047601-0.009459047415055445j),0.9912800209566222,-0.5467392751709906
96,(1.0105552043989112-0.006255913359382098j),1.0105745680501195,-0.3546890384792729
97,(1.0232325089671266-0.013329448612956053j),1.0233193253366646,-0.746338633609461
98,(1.009887128226341-0.0150992795342887j),1.009999999999852,-0.8565913065048429
99,(1.0169772204784202+0.006806836846833851j),1.0169999999999375,0.38348666179250435
100,(0.9908681052697504+0.036500165053716754j),0.9915401474926842,2.109625133664122
101,(0.9862612278318975+0.08586532713199661j),0.9899919514460543,4.975707188998425
102,(0.998890877535224-0.05695915704756967j),1.0005135335389819,-3.26360875994232
103,(0.9655477051490071-0.10275519004809419j),0.971000000000172,-6.074647897363681
104,(0.9580402672608768-0.12121687803838148j),0.965678354947787,-7.211081002335268
105,(0.9531603050675476-0.12496598163367718j),0.9613173584837261,-7.469275230633273
106,(0.9365836030197359-0.17063163409778678j),0.9520000000001635,-10.325198644040574
107,(0.956198092700472-0.14122996363129603j),0.9665716192353868,-8.401812838018985
108,(0.9557464697016651-0.14881674264422842j),0.9672630134758768,-8.850305632565783
109,(0.9591452791919312-0.16361336560330653j),0.9730000000001072,-9.68047757043619
110,(0.9705984809891429-0.13542004542184483j),0.980000000000248,-7.942759545966155
111,(0.950613958897133-0.21669817984934725j),0.9750000000000513,-12.841487774704568
112,(0.9661787907125491-0.2292325116064415j),0.993000000000081,-13.34702872550722
113,(0.9369122856198087-0.20995892469794436j),0.9601496659404986,-12.631110999544603
114,(0.9367986719536903-0.21000263846655554j),0.9600483633323441,-12.635139410300598
115,(1.004545739554264-0.03021352583392397j),1.0049999999999704,-1.7227546090683143
116,(0.9349675896438605-0.270950439113459j),0.9734364561388825,-16.16140913060288
117,(0.9414185307756157-0.12227257821710162j),0.9493257783667186,-7.400218993195762
